Story,Label
انڈین فلم ’جے بھیم‘ جو مقبولیت میں ’گاڈ فادر‘ جیسی کلاسک فلموں کو پیچھے چھوڑ رہی ہے,Fun Fankar
’سوریہ ونشی‘ سو کروڑ کلب میں: ’فلم کی کامیابی کا فارمولہ کسی کے باپ کو معلوم نہیں‘,Fun Fankar
’یہاں کوئی مفاد نہیں، یہاں پر صرف عشق ہے‘,Fun Fankar
’صدقے تھیواں، ہم آدمی ہیں ذرا وکھری ٹائپ کے‘,Fun Fankar
برٹنی کو والد کے کنٹرول سے 13 سال بعد رہائی مل گئی,Fun Fankar
شاعر شکیب جلالی جنھوں نے خود کو ٹرین کے آگے گرا کر خودکشی کر لی,Fun Fankar
برصغیر کو نورجہاں اور لتا جیسی آوازیں دینے والے موسیقار جو ریکارڈ معاوضہ لیتے تھے,Fun Fankar
’جون ہونا کوئی مذاق نہیں‘,Fun Fankar
شعلے کے ’ٹھاکر‘ سنجیو کمار، جن کا لاکھوں روپے کا ادھار ہڑپ لیا گیا,Fun Fankar
’سپنسر‘: ہردلعزیز شہزادی ڈیانا کی پراسرار کہانی کی کشش آج بھی برقرار,Fun Fankar
سبیاساچی مکھرجی: مشہور فیشن ڈیزائنر کو ’منگل سوتر‘ کا اشتہار کیوں واپس لینا پڑا؟,Fun Fankar
ایشیائی والدین کی بچوں سے توقعات: ’مجھے معلوم تھا کہ تم اسی طرح کا کوئی کام کرو گی‘,Fun Fankar
’میں اکاؤنٹ ہوں کسی اور کا مجھے چلا رہا کوئی اور ہے‘,Fun Fankar
منشیات کیس میں ضمانت منظوری کے بعد آرین خان جیل سے رہا,Fun Fankar
’ایمن اپنے فیصلے خود لیتی ہیں مگر مجھے ولن بنا دیا گیا کہ میں نے بیوی کا کام چھڑوایا‘,Fun Fankar
کراچی کی ’قوال گلی‘ کے قوال جنھیں امیر خسرو سے تعلق پر فخر ہے,Fun Fankar
عصمت چغتائی: بےباک ادیبہ جو موت کے بعد بھی دنیا کو چونکانے سے باز نہ آ سکیں,Fun Fankar
سارہ علی خان کی وزیر داخلہ امِت شاہ کو سالگرہ کی مبارکباد: ٹوئٹر پر ’دیدی ڈر گئیں‘ کی گونج,Fun Fankar
علی عظمت کا نور جہاں پر بیان: ‘رائے کا آپ کو حق ہے مگر بات کرنے کا کوئی طریقہ ہوتا ہے‘,Fun Fankar
’رسٹ‘ کے سیٹ پر حادثاتی قتل: جب فلم کی کہانی حقیقت میں بدل گئی,Fun Fankar
شاہ رخ خان اور اننیا پانڈے کے گھروں پر نارکوٹکس بیورو کے ’چھاپے‘,Fun Fankar
جیمز بانڈ کو شکست دینے والی چینی فلم جس نے ہالی وڈ کی مشکلات بڑھا دی ہیں,Fun Fankar
سکوِڈ گیم: جنوبی کوریا کے ڈراموں کی دنیا بھر میں بڑھتی مقبولیت کا راز کیا ہے؟,Fun Fankar
علی عباس: ’سوشل میڈیا پر فنکاروں کی جوڑیاں بِکتی ہیں اور فالوور بھی‘,Fun Fankar
ہم جنس تعلق میں بندھے سپرمین اور مسلمان سپر ہیرو جو نظریات بدل رہے ہیں,Fun Fankar
منشیات کے مقدمات میں گھرے بالی وڈ میں اب ’منی لانڈرنگ‘ کی بازگشت,Fun Fankar
آرین خان کو گرفتار کرنے والے این سی بی افسر سمیر وانکھیڑے کون ہیں,Fun Fankar
ڈی سی کامکس: سپر مین اب ہم جنس تعلق میں بندھے نظر آئیں گے,Fun Fankar
’مجھے کئی برسوں تک اس لیے مسترد کیا گیا کیونکہ میری رنگت سانولی ہے‘,Fun Fankar
’شاہ رخ خان وہ برانڈ ہیں جس کی مودی جی کو بھی ضرورت ہے‘,Fun Fankar
معروف گلوکارہ کا سیکس ٹیپ کی وجہ سے بلیک میل کرنے والے کو پیسے دینے سے انکار,Fun Fankar
اداکارہ کرسٹین سٹیورٹ شہزادی ڈیانا کا کردار ادا کرتے ہوئے گھبرائیں کیوں؟,Fun Fankar
منال خان: ’کیا ہمارے ملک میں لوگ عورت کے لباس سے باہر نکل کر بھی سوچ سکتے ہیں‘,Fun Fankar
شاہ رخ کے بیٹے آرین کی گرفتاری کسانوں کی موت سے بڑی خبر کیوں؟,Fun Fankar
’مہ پارہ نے تنگ کپڑے نہیں پہنے۔۔۔ اس نے وہی کیا جو سب کرتے ہیں‘,Fun Fankar
شاہ رخ کے بیٹے آریان خان: ’لائن کنگ‘ سے نارکوٹکس کنٹرول بیورو کے چھاپے تک,Fun Fankar
’تصاویر چبھنے والی ہیں، اس لیے لوگ ان کے بارے میں بات کر رہے ہیں‘,Fun Fankar
بالی وڈ کی وہ اداکارائیں جو اب پروڈیوسر کے روپ میں بھی نظر آئیں گی,Fun Fankar
آمنہ مفتی کا کالم: کم سے کم کام کی رائلٹی تو دے دیں,Fun Fankar
طویل مدتی کووڈ: سکین میں پھیپھڑوں کو ہونے والے پوشیدہ نقصانات کی نشاندہی,science
مثالی ساتھی ڈھونڈنا اتنا مشکل کیوں ہے؟,science
کہکشاں میں ’پراسرار‘ شے کا انکشاف کرنے والے طالب علم کون ہیں؟,science
ٹرانس خاتون کی محبت کی تلاش: ’لوگ جنسی اعضا، سیکس سے متعلق پوچھتے تھے‘,science
ٹیپو سلطان: مذہبی رواداری کے علمبردار یا ہندو دشمن حکمران؟,science
فالکن نائن: سپیس ایکس کا بے قابو راکٹ جو چاند سے ٹکرانے والا ہے,science
’کوانٹم کمپیوٹر کا قہر‘ کیا ہے اور کیا ہمیں اس سے ڈرنا چاہیے؟,science
’بیٹیوں کی بجائے بیٹوں کو توجہ دیں کیونکہ بعض مرد بالغ ہو کر جانور بن جاتے ہیں‘,science
دریائی گھوڑے جو دوست کی پکار اور دشمن کی للکار میں تمیز کرنا جانتے ہیں,science
ہسپتال کا ویکسین نہ لگوانے والے شخص کے دل کی پیوندکاری سے انکار,science
چینی نوجوان کی کہانی: پیدا کرنے والوں نے بیچ دیا، خریدنے والے مر گئے، پر بات یہیں نہیں رکتی,science
وہ پانچ شہر جو کبھی آباد تھے مگر اب انھیں دیکھنے کے لیے زیر آب جانا پڑتا ہے,science
کنوارپن بحالی کا آپریشن: ’مجھے لگا یہی ایک طریقہ ہے جس سے میں پہلے کی طرح ہو سکتی ہوں‘,science
انڈین تاجر سے چوری کی گئی کروڑوں روپے مالیت کی کرپٹو کرنسی حماس کو منتقل ہوئی: پولیس,science
الوداع سمارٹ فون: ’اب میرا دماغ ہر وقت کسی مشین سے نہیں بندھا رہتا‘,science
ممبئی میں سردی: ’20 ڈگری پر سردی محسوس کرنا لازمی ہے، ہمارے جذبات سمجھو‘,science
سمندر کی تہہ میں دنیا کو ملانے والا تاروں کا جال: ٹونگا کی ٹوٹی کیبل کیسے جوڑی جائے گی؟,science
’شہدا سے غداری‘ اور گاندھی کی پسندیدہ دُھن کی بازگشت: انڈیا کا یوم جمہوریہ متنازع کیوں بنا؟,science
راجستھان کے ارب پتی تاجروں کے سنسان محل اور حویلیاں,science
ایپل ’ایئر ٹیگ‘ کے ذریعے خواتین کی جاسوسی یا پیچھا کیے جانے کے واقعات,science
غریب انڈین نابینا طالبعلم پانچ کروڑ پاؤنڈ کی کمپنی کا مالک کیسے بنا؟,science
معروف انڈین ایٹمی سائنسدان کی ہلاکت جو آج بھی مفروضوں اور سازشی نظریات کا گڑھ ہے,science
کیمبرج کے ایک ہوٹل سے روبوٹ ویکیوم کلینر عملے کو چکمہ دے کر فرار ہونے میں کامیاب,science
عدم سے وجود کا معمہ: بِگ بینگ سے پہلے کیا موجود تھا؟,science
کیا ماں باپ کا کوئی لاڈلا بچہ ہوتا ہے؟ وہ راز جسے والدین سینے میں چھپائے رکھتے ہیں,science
انڈیا میں مسلم خواتین کے خلاف نفرت پھیلانے کا نیٹ ورک کیسے کام کرتا ہے؟,science
کمپیوٹر کوڈنگ کی دنیا میں مزید خواتین کو لانے کے لیے کیا کرنا ہو گا؟,science
ملکہ وکٹوریہ کی وفات پر اقبال کا وہ مرثیہ جو ’بانگ درا‘ میں شامل نہ ہوا,science
اگر کسی جاننے والے کو کووڈ ہوا ہو تو اس سے کتنے دن بعد ملنا محفوظ ہے؟,science
امریکی شخص گھر میں 124 زہریلے سانپوں کے درمیان مردہ پایا گیا,science
پاکستانی میمز کی دنیا میں واہ واہ۔۔ لیکن کیا یہ آپ کی زندگی بدل سکتے ہیں؟,science
نریندر مودی کی حکومت مقبول یوٹیوب چینلز کے نشانے پر,science
یوٹیوب پر پریانتھا کے قتل کو درست کہنے پر شہری کو ایک سال قید کی سزا,science
خواتین آن لائن ہراسانی کے واقعات ایف آئی اے کو رپورٹ کرنے میں ہچکچاہٹ کا شکار کیوں؟,science
ہم نیند میں خراٹے کیوں لیتے ہیں اور کیا یہ آواز بند کرنا ممکن ہے؟,science
پاکستان میں کووڈ کے نئے مریضوں کی ریکارڈ تعداد، ایک دن میں ساڑھے سات ہزار سے زیادہ نئے مریض,science
ہزاروں میل پر پھیلا برفانی تودہ کتنے عرصے میں اور کیسے غائب ہوگیا؟,science
میشا شفیع اور علی ظفر: گلوکاروں کے درمیان قانونی جنگ کی تفصیلات کیا ہیں؟,science
ویکسین لگوانے میں ہچکچاہٹ: آپ کے سوالوں کے جواب,science
فائیو جی: آپ کا فون طیاروں کے نظام میں خلل کا باعث کیسے بن سکتا ہے؟,science
صحرائے صحارا: وہ ریگستان جہاں برفباری ہونا غیرمعمولی بات نہیں,science
دماغ میں کیڑے سے ہونے والے مرض کی سرجری: ’جب مریضہ آئیں تو انھیں جھٹکے لگ رہے تھے‘,science
یہودی عبادت گاہ پر حملہ: ’میں مرنے کے لیے آیا ہوں، اس کے لیے میں دو سال سے دعا کر رہا تھا‘,science
خونریز سرحدی جھڑپوں اور کشیدگی کے باوجود انڈیا کیوں چاہتا ہے کہ چین کے ساتھ تجارت جاری رہے؟,science
’توہین رسالت پر مبنی پیغام‘ بھیجنے والی خاتون کے لیے موت کی سزا,science
'صرف حجاب پہننے کی اجازت چاہتی ہیں، جو ہماری شناخت سے جُڑا ہے‘,science
موبائل فون کی طاقت: چین اور مغرب آمنے سامنے,science
ترک جوڑے کی وقت گزاری کے لیے شروع کی جانے والی سرگرمی جو کامیاب کاروبار میں بدل گئی,science
فضائی کمپنیوں کے خدشات کے بعد امریکی ائیرپورٹس پر فائیو جی کی فراہمی ملتوی,science
انڈیا کی سلیبرٹی شیرنی ’کالر والی‘، ایک خوفناک شکاری بھی وفادار دوست بھی,science
مرد سرجن کے ہاتھوں خواتین مریضوں کی موت کے امکانات زیادہ کیوں ہوتے ہیں؟,science
نریندر مودی کا خطاب: جب الفاظ نے ’عظیم مقرر‘ کا ساتھ چھوڑ دیا,science
سعادت حسن منٹو اور فلمی دنیا: جب منٹو کی کہانی کسی اور کے نام سے چل گئی,science
امریکہ میں یہودی عبادت گاہ پر حملہ: ’میں نے حملہ آور پر کرسی پھینکی اور دروازے کی طرف بھاگا‘,science
’مردہ ماں کے پیٹ سے لٹکی بچے کی ٹانگ دیکھ کر آنکھوں کے سامنے اندھیرا چھا گیا‘,science
’گنجوں کے سر میں سونا`: موزمبیق میں توہم پرستی کے نتیجے میں مردوں کے قتل,science
ٹونگا: خلا سے سمندری آتش فشاں پھٹنے کا منظر کیسا تھا,science
قرونِ وسطیٰ کی بُھولی بِسری ’دو وقت سونے‘ کی عادت,science
روس نے آن لائن حملوں اور تاوان میں ملوث گروہ کا ’خاتمہ‘ کر دیا,science
انوشکا کا کوہلی کے نام پیغام: ’آپ نے کبھی بھی لالچ نہیں کیا اس عہدے کے لیے بھی نہیں‘,science
جب انڈیا نے پنجاب کا 84 ہزار ایکڑ رقبہ پاکستان کے حوالے کر دیا,science
کچھ کھلاڑی ویکسین لگوانے سے اتنا ہچکچاتے کیوں ہیں؟,science
دوران پرواز بچی کی پیدائش: ’مبارک ہو لڑکی ہوئی ہے‘,science
کیا عمر کے ساتھ ساتھ جنسی شہوت میں بھی کمی آتی ہے؟,science
’انسانی جسم میں سؤر کا دل لگانے کا تجربہ پہلے میں نے کیا تھا اور مجھے جیل بھیج دیا گیا‘,science
شمالی کوریائی ہیکرز نے 2021 میں 400 ملین ڈالر مالیت کی کرپٹو کرنسی چوری کی,science
کرپٹو کرنسی فراڈ: پاکستان میں ڈیجیٹل کرنسی کے ’ڈبل شاہ‘ سے کیسے بچا جائے؟,science
ایک سال میں ایک ارب کلومیٹر طے کرنے والی خلائی گاڑی: ستاروں کے درمیان کی خلاء سمجھنے کی تیاری,science
کیا مستقبل میں لوگ اڑنے والی گاڑیوں میں اپنے کام کی جگہوں پر جائیں گے؟,science
حریم شاہ کا ’یوٹرن‘، ویڈیو ریاستی اداروں کی ’تضحیک اور ہتک‘ قرار,science
ڈارک ویب پر منشیات کا کاروبار: ’ہم دشمن کے علاقے میں خفیہ ایجنٹوں کی طرح ہیں‘,science
چینی خاتون کی اجنبی سے پہلی ملاقات جو لاک ڈاؤن میں بدل گئی,science
’ماں کی جان بچانے کے لیے اجنبی خاتون کو گردہ عطیہ کر دیا‘,science
سؤر کا دل کسی انسان کو لگانے سے متعلق مذہبی، طبی اور حقوق کی بحث,science
’ہر عورت کا دودھ نہیں اُترتا، بچے کو ڈبے کا دودھ پلانا امارت نہیں مجبوری ہو سکتی ہے‘,science
پاکستان میں خودکشی کو جرائم کی فہرست سے نکال کر ذہنی مرض کا درجہ دینا مثبت قدم ہو گا؟,science
ویب تھری کیا ہے اور یہ انٹرنیٹ کو کیسے بدل دے گا؟,science
پولیس اہلکار ڈکیتی روکنے کے بجائے اپنے موبائل پر گیم کھیلتے رہے,science
لڑکی کا ملزمان کی شناخت سے انکار: ’عام مڈل کلاس فیملی کبھی طویل قانونی جنگ کا حصہ نہیں بنے گی‘,science
’مسلمان ڈیٹ نہیں کرتے، شادی کرتے ہیں‘: شادی ایپ ’مُزمیچ‘ کو کس قانونی تنازع کا سامنا ہے؟,science
امریکی شہری کو سؤر کا دل لگا دیا گیا، کارنامہ سرانجام دینے والی ٹیم میں پاکستانی ڈاکٹر بھی شامل,science
نیلے ہیروں کا معمہ، سائنسدانوں کے لیے یہ اتنے اہم کیوں ہیں؟,science
سویڈن میں ڈرون طیارے نے ہارٹ اٹیک کے دوران ایک شخص کو بچا لیا,science
سُلی ڈیلز: مسلمان خواتین کی بولی لگانے والی ایپ کا مبینہ خالق گرفتار,science
لاعلاج مرض میں مبتلا خاتون جن سے لوگ پوچھتے ہیں کہ ’تم نے بچہ کیوں پیدا کیا‘,science
ویکسین لگوانے کے باوجود کئی افراد کورونا وائرس کا دوبارہ شکار کیوں ہو جاتے ہیں؟,science
کیا نئی نسل پیار اور سیکس کے معاملے میں زیادہ حقیقت پسند ہے؟,science
’جب میں نے اپنا چہرہ آئینے میں دیکھا تو صدمہ پہنچا، کئی برس چھپ کر گزارے‘,science
جیمز ویب ٹیلی سکوپ: خلا میں سب سے بڑا آئینہ مکمل طور پر کھل گیا، یہ کام کیسے سرانجام دیا گیا؟,science
مری میں پھنسی گاڑیوں میں ہونے والی اموات: کاربن مونو آکسائیڈ زہر کیا ہے؟,science
پاکستانی نوجوان لاکھوں ڈالر کی سرمایہ کاری کیسے حاصل کر سکتے ہیں؟,science
آپریشن گلیکسی: جب 1980 میں جنرل ضیا کو قتل کرنے کی سازش کو ’کچل‘ دیا گیا,science
’میں نے آئینے میں خود کو دیکھا اور کہا کہ آئندہ تمہیں ہیروئن نہیں ملے گی‘,science
سنہ 2022 میں ہر کوئی چاند پر کیوں جانا چاہ رہا ہے؟,science
ڈمینشیا میں خطرناک اضافہ: ’یادداشت بچانی ہے تو سگریٹ نوشی ترک کر دیں‘,science
بُلی بائی ایپ کیس: ’ہم لڑکیاں بہت مشکل وقت سے گزر رہی ہیں لیکن انشااللہ ہم اس معاملے کو انجام تک پہنچائیں گی‘,science
کیا ذہنی بیماری کو سزا سے بچنے کے لیے استعمال کیا جاتا ہے؟,science
’ویڈیو گیم کھیلنا کم کیا تو بیوی سے تعلقات میں بہتری آ گئی‘,science
’مہندی لگوانے کے بعد ہسپتال کے بستر پر منھ بسورے لیٹا بچہ کھلکھلا اُٹھتا ہے‘,science
اومیکرون کی علامات کیا ہیں اور اس سے بچاؤ کا بہترین طریقہ کیا ہے؟,science
